% Model,ZnO piezo unit_2.mph
% Version,COMSOL 6.4.0.343
% Date,"Apr 30 2026, 21:00"
% Table,Resonant Frequency vs Pressure - 
% p_app (kPa),freq (MHz),Frequency (MHz),log|Z|,Conductance (S)
0,207.79999999999998,207.79999999999998,2.9936710626018743,1.1909308266132992E-6
0,207.85,207.85,2.991797325561284,1.1887286887805926E-6
0,207.89999999999998,207.89999999999998,2.9899349923647356,1.1871075598767867E-6
0,207.95,207.95,2.9880831511415575,1.1861150137869187E-6
0,208,208,2.9862408390131803,1.1858056547917741E-6
0,208.04999999999998,208.04999999999998,2.984407033271513,1.18624229477942E-6
0,208.1,208.1,2.9825806411241924,1.1874973753494972E-6
0,208.14999999999998,208.14999999999998,2.9807604877016867,1.189654693636259E-6
0,208.2,208.2,2.9789453019497487,1.1928115072591459E-6
0,208.25,208.25,2.977133699935698,1.1970811157246546E-6
0,208.29999999999998,208.29999999999998,2.9753241649757776,1.2025960448103966E-6
0,208.35,208.35,2.9735150238312955,1.2095119997311828E-6
0,208.39999999999998,208.39999999999998,2.9717044180143812,1.218012805933078E-6
0,208.45,208.45,2.9698902689670246,1.2283166295058657E-6
0,208.5,208.5,2.968070235509488,1.2406838696213458E-6
0,208.54999999999998,208.54999999999998,2.96624166145729,1.2554272567216736E-6
0,208.6,208.6,2.964401510628115,1.2729248894926575E-6
0,208.64999999999998,208.64999999999998,2.962546285527441,1.2936372298429268E-6
0,208.7,208.7,2.9606719246995987,1.3181294905760791E-6
0,208.75,208.75,2.958773671892756,1.3471014633264635E-6
0,208.79999999999998,208.79999999999998,2.9568459075526996,1.381427752193521E-6
0,208.85,208.85,2.95488192933025,1.4222127775540677E-6
0,208.89999999999998,208.89999999999998,2.9528736626257577,1.4708670872175466E-6
0,208.95,208.95,2.950811273672937,1.5292149561904015E-6
0,209,209,2.948682644583638,1.5996488414121441E-6
0,209.04999999999998,209.04999999999998,2.9464726492534665,1.6853555428418748E-6
0,209.1,209.1,2.9441621360505703,1.7906547950321533E-6
0,209.14999999999998,209.14999999999998,2.9417264687636107,1.9215190015946937E-6
0,209.2,209.2,2.9391333846515426,2.0863939357252395E-6
0,209.25,209.25,2.9363397653526,2.2975373445849656E-6
0,209.29999999999998,209.29999999999998,2.933286617895467,2.5732855130070747E-6
0,209.35,209.35,2.9298909915770075,2.942062648631004E-6
0,209.39999999999998,209.39999999999998,2.926032403704378,3.449850627996491E-6
0,209.45,209.45,2.921528873554946,4.175003514023298E-6
0,209.5,209.5,2.9160919463218753,5.259980332953497E-6
0,209.54999999999998,209.54999999999998,2.9092356100750205,6.986269939289222E-6
0,209.6,209.6,2.9000728695198714,9.975383391686813E-6
0,209.64999999999998,209.64999999999998,2.8867978660431843,1.583166794340754E-5
0,209.7,209.7,2.865099889175253,2.9811342156532107E-5
0,209.75,209.75,2.8217379301913303,7.804115542539851E-5
0,209.79999999999998,209.79999999999998,2.6970631166369157,4.935635842251086E-4
0,209.85,209.85,3.1867860560223655,5.731508964904337E-4
0,209.89999999999998,209.89999999999998,3.1092822465696948,8.342710840353762E-5
0,209.95,209.95,3.0351219398065132,3.1023254014148844E-5
0,210,210,3.0042191486874925,1.6256889419828736E-5
0,210.04999999999998,210.04999999999998,2.9871234605666914,1.0150817691368342E-5
0,210.1,210.1,2.9760637688447877,7.055051801318936E-6
0,210.14999999999998,210.14999999999998,2.9681687064158204,5.272883135451076E-6
